ERLs	coef
AC002398.1	-0.678271327678842
AC036108.3	-0.492977289485591
LINC01705	0.311685479648699
AC069360.1	1.28007067377089
AL390755.1	-1.35504800564901
AC000067.1	0.818385180187447
LINC01871	-0.255593587791254
LINC01235	0.395630962401937
AC068473.4	-2.33562303767898
AC104237.3	-1.63468610437019
